,Name,Year,Genre,Publisher,Platform,Platform_Company,Device_Type,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
1886,Fairy Tail: Portable Guild 2,2011,Fighting,Konami Digital Entertainment,PSP,Sony,HHC,0,0,80000,0,80000
1887,Ape Escape,1999,Platform,Sony Computer Entertainment,PS,Sony,Console,710000,480000,320000,110000,1620000
1888,Hatsune Miku: Project Mirai 2,2013,Action,Sega,3DS,Nintendo,HHC,0,0,220000,0,220000
1889,SBK 2011: FIM Superbike World Championship,2011,Racing,Black Bean Games,PS3,Sony,Console,10000,100000,0,30000,140000
1890,Pro Yakyuu Famista DS 2010,2010,Sports,Namco Bandai Games,DS,Nintendo,HHC,0,0,80000,0,80000
1891,Medal of Honor Heroes,2006,Shooter,Electronic Arts,PSP,Sony,HHC,860000,1110000,10000,660000,2640000
1892,Detana TwinBee Yahho! Deluxe Pack,1995,Shooter,Konami Digital Entertainment,PS,Sony,Console,0,0,80000,10000,90000
1893,Angelique Retour,2015,Action,Tecmo Koei,PSV,Sony,HHC,0,0,20000,0,20000
1894,Ferrari Challenge Trofeo Pirelli Deluxe,2009,Racing,System 3 Arcade Software,Wii,Nintendo,Console,0,20000,0,0,20000
1895,Puyo Puyo Tetris,2014,Puzzle,Sega,PSV,Sony,HHC,0,0,50000,0,50000
1896,MotorStorm RC,2012,Racing,Sony Computer Entertainment,PSV,Sony,HHC,0,50000,0,20000,70000
1897,Amnesia Later,2012,Misc,Idea Factory,PSP,Sony,HHC,0,0,50000,0,50000
1898,Garfield: Lasagna World Tour,2007,Action,Blast! Entertainment Ltd,PS2,Sony,Console,80000,60000,0,20000,160000
1899,Call of Duty 2,2005,Shooter,Activision,PC,PC,PC,0,50000,0,10000,60000
1900,Major League Baseball 2K9,2009,Sports,Take-Two Interactive,Wii,Nintendo,Console,250000,0,0,20000,270000
1901,Kawasaki Quad Bikes,2007,Racing,Data Design Interactive,Wii,Nintendo,Console,70000,10000,0,10000,90000
1902,Pokemon Mystery Dungeon: Explorers of Sky,2009,RPG,Nintendo,DS,Nintendo,HHC,580000,440000,440000,120000,1580000
1903,Jeopardy!,1997,Misc,Hasbro Interactive,PS,Sony,Console,390000,270000,0,50000,710000
1904,The Fairly Odd Parents: Breakin Da Rules,2003,Platform,THQ,PS2,Sony,Console,330000,250000,0,90000,670000
1905,MapleStory DS,2010,RPG,Nexon,DS,Nintendo,HHC,0,0,30000,0,30000
1906,A.C.E.: Another Century's Episode Portable,2011,Simulation,Namco Bandai Games,PSP,Sony,HHC,0,0,120000,0,120000
1907,X-Men Legends,2004,RPG,Activision,PS2,Sony,Console,1000000,720000,0,210000,1930000
1908,Song of the Deep,2016,Action,Insomniac Games,PS4,Sony,Console,50000,0,0,10000,60000
1909,Danganronpa: Trigger Happy Havoc,2013,Misc,Nippon Ichi Software,PSV,Sony,HHC,140000,70000,150000,60000,420000
1910,XGRA: Extreme G-Racing Association,2004,Racing,Eidos Interactive,PS2,Sony,Console,300000,240000,0,80000,620000
1911,Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013,Sports,Sega,PSV,Sony,HHC,0,0,70000,0,70000
1912,MediEvil,1998,Platform,Sony Computer Entertainment,PS,Sony,Console,460000,310000,0,50000,820000
1913,Angry Birds: Rio,2011,Puzzle,Focus Home Interactive,PC,PC,PC,0,70000,0,20000,90000
1914,Family Feud: 2012 Edition,2011,Misc,Ubisoft,X360,Microsoft,Console,100000,0,0,10000,110000
1915,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,2011,Strategy,Banpresto,PSP,Sony,HHC,0,0,420000,0,420000
1916,Burger Island,2008,Action,Destineer,DS,Nintendo,HHC,150000,0,0,10000,160000
1917,Super Monkey Ball Deluxe,2005,Misc,Sega,XB,Microsoft,Console,110000,30000,0,10000,150000
1918,50 Classic Games,2009,Misc,Destineer,DS,Nintendo,HHC,520000,0,0,40000,560000
1919,Sengoku Basara: Samurai Heroes,2010,Action,Capcom,PS3,Sony,Console,170000,40000,400000,30000,640000
1920,Wantame Music Channel: Doko Demo Style,2007,Misc,Capcom,DS,Nintendo,HHC,0,0,130000,0,130000
1921,Dead or Alive 2,2000,Fighting,Tecmo Koei,PS2,Sony,Console,300000,240000,380000,80000,1000000
1922,Dynasty Warriors: Strikeforce,2009,Action,Tecmo Koei,X360,Microsoft,Console,130000,60000,20000,20000,230000
1923,Injustice: Gods Among Us,2013,Fighting,Warner Bros. Interactive Entertainment,WiiU,Nintendo,Console,100000,80000,0,20000,200000
1924,NFL Blitz 20-03,2002,Sports,Midway Games,XB,Microsoft,Console,110000,30000,0,10000,150000
1925,R-Type Final,2003,Shooter,Metro 3D,PS2,Sony,Console,90000,70000,0,20000,180000
1926,Need for Speed: ProStreet,2008,Racing,Electronic Arts,PSP,Sony,HHC,240000,330000,10000,200000,780000
1927,Advance Wars 2: Black Hole Rising,2003,Strategy,Nintendo,GBA,Nintendo,HHC,470000,170000,0,10000,650000
1928,Still Life,2005,Adventure,Microids,XB,Microsoft,Console,50000,20000,0,0,70000
1929,Gradius,1986,Shooter,Konami Digital Entertainment,NES,Nintendo,Console,270000,80000,1000000,10000,1360000
1930,Naruto: Ninja Council 2 European Version,2005,Fighting,Tomy Corporation,DS,Nintendo,HHC,0,0,230000,0,230000
1931,Red Faction: Armageddon,2011,Shooter,THQ,PS3,Sony,Console,200000,160000,30000,70000,460000
1932,Spider-Man: Web of Shadows,2008,Action,Activision,PC,PC,PC,0,20000,0,0,20000
1933,Vegas Casino,2007,Misc,Neko Entertainment,DS,Nintendo,HHC,30000,0,0,0,30000
1934,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",2009,Sports,Konami Digital Entertainment,DS,Nintendo,HHC,0,0,10000,0,10000
1935,George of the Jungle and the Search for the Secret,2008,Platform,Ignition Entertainment,Wii,Nintendo,Console,20000,0,0,0,20000
1936,Fate/Tiger Colosseum Upper,2008,Fighting,Capcom,PSP,Sony,HHC,0,0,60000,0,60000
1937,Backyard NFL Football '08,2007,Sports,Atari,PS2,Sony,Console,30000,20000,0,10000,60000
1938,Band Hero,2009,Misc,Activision,X360,Microsoft,Console,510000,220000,0,70000,800000
1939,Black,2006,Shooter,Electronic Arts,PS2,Sony,Console,1010000,40000,30000,160000,1240000
1940,The Legend of Zelda: Ocarina of Time,1998,Adventure,Nintendo,N64,Nintendo,Console,4099999,1890000,1450000,160000,7599999
1941,Conflict Zone,2002,Strategy,Ubisoft,PS2,Sony,Console,100000,80000,0,30000,210000
1942,Rock Band Track Pack Volume 1,2008,Misc,MTV Games,PS2,Sony,Console,60000,50000,0,20000,130000
1943,Naruto Shippuden: Ultimate Ninja Storm 2,2010,Fighting,Namco Bandai Games,PS3,Sony,Console,420000,470000,150000,180000,1220000
1944,Dora The Explorer: Dora Saves the Snow Princess,2008,Platform,Take-Two Interactive,Wii,Nintendo,Console,500000,30000,0,40000,570000
1945,Mario Party 3,2000,Misc,Nintendo,N64,Nintendo,Console,720000,160000,1010000,20000,1910000
1946,Rockstar Games presents Table Tennis,2007,Sports,Take-Two Interactive,Wii,Nintendo,Console,390000,730000,0,150000,1270000
1947,Jewel Quest IV: Heritage,2011,Puzzle,iWin,DS,Nintendo,HHC,0,50000,0,10000,60000
1948,Madden NFL 06,2005,Sports,Electronic Arts,PSP,Sony,HHC,690000,0,0,60000,750000
1949,Prison Architect,2016,Action,Introversion Software,PS4,Sony,Console,10000,10000,0,0,20000
1950,FIFA 12,2011,Sports,Electronic Arts,3DS,Nintendo,HHC,80000,260000,0,50000,390000
1951,Jikkyou Powerful Pro Yakyuu 2013,2013,Sports,Konami Digital Entertainment,PSP,Sony,HHC,0,0,170000,0,170000
1952,Moxie Girlz,2011,Misc,GameMill Entertainment,DS,Nintendo,HHC,70000,0,0,0,70000
1953,Go Diego Go! Great Dinosaur Rescue,2008,Action,Take-Two Interactive,Wii,Nintendo,Console,530000,20000,0,40000,590000
1954,Legendary,2008,Shooter,Atari,PC,PC,PC,0,10000,0,0,10000
1955,Eureka Seven Vol. 2: The New Vision,2006,Shooter,Namco Bandai Games,PS2,Sony,Console,0,0,20000,0,20000
1956,EA Sports Active: More Workouts,2009,Sports,Electronic Arts,Wii,Nintendo,Console,780000,280000,0,100000,1160000
1957,BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,XOne,Microsoft,Console,50000,10000,0,10000,70000
1958,Mat Hoffman's Pro BMX,2001,Sports,Activision,PS,Sony,Console,300000,200000,0,40000,540000
1959,Tennis no Oji-Sama: Aim at The Victory!,2002,Sports,Konami Digital Entertainment,GBA,Nintendo,HHC,0,0,140000,0,140000
1960,Suikoden V,2006,RPG,Konami Digital Entertainment,PS2,Sony,Console,80000,60000,190000,20000,350000
1961,IHRA Professional Drag Racing 2005,2004,Racing,Bethesda Softworks,XB,Microsoft,Console,40000,10000,0,0,50000
1962,Fracture,2008,Shooter,LucasArts,X360,Microsoft,Console,150000,140000,0,40000,330000
1963,Resident Evil: Operation Raccoon City,2012,Action,Capcom,PS3,Sony,Console,480000,250000,360000,100000,1190000
1964,King's Field: The Ancient City,2001,RPG,Metro 3D,PS2,Sony,Console,50000,40000,0,10000,100000
1965,NCAA GameBreaker 2001,2000,Sports,Sony Computer Entertainment,PS,Sony,Console,180000,120000,0,20000,320000
1966,Castlevania Double Pack,2006,Platform,Konami Digital Entertainment,GBA,Nintendo,HHC,70000,30000,0,0,100000
1967,Open Season,2006,Platform,Ubisoft,X360,Microsoft,Console,100000,0,0,10000,110000
1968,Batman: Arkham Origins,2013,Action,Warner Bros. Interactive Entertainment,PS3,Sony,Console,1070000,870000,40000,400000,2380000
1969,Star Wars: Flight of the Falcon,2003,Action,THQ,GBA,Nintendo,HHC,250000,90000,0,10000,350000
1970,Wacky Races: Crash & Dash,2008,Racing,Eidos Interactive,DS,Nintendo,HHC,190000,0,0,10000,200000
1971,Beastly Frantic Foto,2011,Puzzle,Storm City Games,DS,Nintendo,HHC,40000,0,0,0,40000
1972,System 3 presents Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,DS,Nintendo,HHC,30000,10000,0,0,40000
1973,The Sims 2: Apartment Life,2008,Simulation,Electronic Arts,PC,PC,PC,0,70000,0,20000,90000
1974,T.A.C. Heroes : Big Red One,2010,Strategy,Storm City Games,DS,Nintendo,HHC,20000,0,0,0,20000
1975,Gungrave: Overdose,2004,Shooter,Play It,PS2,Sony,Console,70000,50000,0,20000,140000
1976,Lode Runner,1984,Puzzle,Hudson Soft,NES,Nintendo,Console,0,0,1100000,0,1100000
1977,Crash Bandicoot: The Wrath of Cortex,2002,Platform,Universal Interactive,XB,Microsoft,Console,590000,570000,0,70000,1230000
1978,Krazy Ivan,1995,Simulation,Psygnosis,PS,Sony,Console,40000,30000,0,0,70000
1979,Megpoid the Music#,2013,Misc,Asgard,PSP,Sony,HHC,0,0,30000,0,30000
1980,Nickelodeon Dance,2011,Misc,Take-Two Interactive,Wii,Nintendo,Console,230000,10000,0,20000,260000
1981,Star Wars: Bounty Hunter,2002,Shooter,LucasArts,PS2,Sony,Console,530000,420000,0,140000,1090000
1982,Headhunter,2002,Action,Sega,PS2,Sony,Console,190000,150000,0,50000,390000
1983,Grand Theft Auto V,2014,Action,Take-Two Interactive,PS4,Sony,Console,3800000,5810000,360000,2020000,11990000
1984,Madden NFL 2002,2001,Sports,Electronic Arts,PS2,Sony,Console,2500000,160000,10000,420000,3090000
1985,Dynasty Warriors: Gundam 3,2010,Action,Tecmo Koei,PS3,Sony,Console,110000,50000,360000,20000,540000
1986,Kuryuu Youma Gakuenki Recharge,2006,Adventure,Atlus,PS2,Sony,Console,0,0,30000,0,30000
1987,Chili Con Carnage,2007,Shooter,Eidos Interactive,PSP,Sony,HHC,0,20000,0,10000,30000
1988,LEGO Indiana Jones: The Original Adventures,2008,Action,Activision,PS3,Sony,Console,440000,440000,0,180000,1060000
1989,Jam With the Band,2008,Misc,Nintendo,DS,Nintendo,HHC,0,0,510000,0,510000
1990,FIFA Soccer 96,1995,Sports,Electronic Arts,PS,Sony,Console,90000,60000,0,10000,160000
1991,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,2010,RPG,Nippon Ichi Software,PSP,Sony,HHC,70000,0,60000,10000,140000
1992,The Lord of the Rings: The Two Towers,2002,Action,Electronic Arts,GBA,Nintendo,HHC,530000,200000,0,10000,740000
1993,Kingdom Hearts 3D: Dream Drop Distance,2012,Action,Square Enix,3DS,Nintendo,HHC,880000,260000,340000,90000,1570000
1994,Metal Gear Solid: The Twin Snakes,2004,Action,Konami Digital Entertainment,GC,Nintendo,Console,300000,80000,70000,10000,460000
1995,Tom Clancy's Splinter Cell: Blacklist,2013,Action,Ubisoft,WiiU,Nintendo,Console,50000,70000,0,10000,130000
1996,Inkheart,2009,Adventure,DreamCatcher Interactive,DS,Nintendo,HHC,20000,0,0,0,20000
1997,MotoGP 09/10,2010,Racing,Capcom,PS3,Sony,Console,50000,130000,0,40000,220000
1998,Star Wars: Clone Wars,2002,Shooter,LucasArts,PS2,Sony,Console,240000,190000,0,60000,490000
1999,Project Setsuna,2016,RPG,Square Enix,PS4,Sony,Console,0,0,60000,0,60000
2000,Pure Futbol,2010,Sports,Ubisoft,PS3,Sony,Console,60000,130000,0,50000,240000
2001,Final Fantasy XI,2002,RPG,PlayStation 2,PS2,Sony,Console,80000,60000,150000,20000,310000
2002,Aero Elite: Combat Academy,2002,Simulation,Sega,PS2,Sony,Console,40000,30000,0,10000,80000
2003,Luigi's Mansion: Dark Moon,2013,Action,Nintendo,3DS,Nintendo,HHC,1780000,1390000,1100000,300000,4570000
2004,Max Payne,2001,Shooter,Take-Two Interactive,PC,PC,PC,0,20000,0,0,20000
2005,Kingdom Hearts II,2005,RPG,Square Enix,PS2,Sony,Console,2200000,580000,1380000,170000,4330000
2006,Prince of Persia: The Forgotten Sands,2010,Action,Ubisoft,PC,PC,PC,0,30000,0,0,30000
2007,Beowulf: The Game,2007,Action,Ubisoft,PSP,Sony,HHC,80000,0,0,10000,90000
2008,Naruto: Clash of Ninja Revolution 2,2008,Fighting,Tomy Corporation,Wii,Nintendo,Console,340000,20000,0,30000,390000
2009,Entaku no Seito: The Eternal Legend,2012,RPG,Kadokawa Games,PSP,Sony,HHC,0,0,20000,0,20000
2010,State of Emergency,2003,Action,Take-Two Interactive,XB,Microsoft,Console,130000,40000,0,10000,180000
2011,Aibou DS,2009,Adventure,Tecmo Koei,DS,Nintendo,HHC,0,0,80000,0,80000
2012,GoldenEye 007 (2010),2010,Action,Activision,Wii,Nintendo,Console,850000,710000,130000,160000,1850000
2013,XIII,2003,Shooter,Ubisoft,PS2,Sony,Console,280000,220000,0,70000,570000
2014,Galaxy Angel II: Zettairyouiki no Tobira,2006,Strategy,Broccoli,PS2,Sony,Console,0,0,30000,0,30000
2015,Scene It? Box Office Smash,2008,Misc,Microsoft Game Studios,X360,Microsoft,Console,330000,250000,0,70000,650000
2016,Syphon Filter 2,2000,Shooter,Sony Computer Entertainment,PS,Sony,Console,1500000,550000,20000,80000,2150000
2017,Fortress,2001,Action,Majesco Entertainment,GBA,Nintendo,HHC,230000,80000,0,10000,320000
2018,Batman Forever: The Arcade Game,1996,Action,Acclaim Entertainment,PS,Sony,Console,20000,10000,0,0,30000
2019,Baldur's Gate: Dark Alliance,2002,RPG,Virgin Interactive,XB,Microsoft,Console,150000,40000,0,10000,200000
2020,Moto Racer DS,2008,Racing,Nobilis,DS,Nintendo,HHC,0,20000,0,0,20000
2021,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,2008,Action,Takara Tomy,DS,Nintendo,HHC,0,0,20000,0,20000
2022,Greg Hastings Paintball 2,2010,Shooter,Majesco Entertainment,PS3,Sony,Console,30000,0,0,0,30000
2023,Eternal Poison (JP sales),2008,RPG,Banpresto,PS2,Sony,Console,0,0,130000,0,130000
2024,NHL 13,2012,Sports,Electronic Arts,X360,Microsoft,Console,510000,110000,0,50000,670000
2025,Warriors Orochi 3,2011,Action,Ubisoft Annecy,PS3,Sony,Console,0,40000,570000,10000,620000
2026,Front Line,1981,Action,Taito,2600,Atari,Console,220000,10000,0,0,230000
2027,IHRA Professional Drag Racing 2005,2004,Racing,Bethesda Softworks,PS2,Sony,Console,90000,70000,0,20000,180000
2028,NHL 98,1997,Sports,Electronic Arts,PS,Sony,Console,510000,350000,0,60000,920000
2029,Harvey Birdman: Attorney at Law,2008,Adventure,Capcom,PS2,Sony,Console,60000,40000,0,10000,110000
2030,The Golden Compass,2007,Adventure,Sega,Wii,Nintendo,Console,260000,280000,0,70000,610000
2031,Dave Mirra Freestyle BMX 2,2001,Sports,Acclaim Entertainment,GC,Nintendo,Console,210000,60000,0,10000,280000
2032,Naruto: Ultimate Ninja 3 (JP sales),2005,Fighting,Atari,PS2,Sony,Console,0,0,360000,0,360000
2033,Top Gear Hyper-Bike,1999,Racing,Kemco,N64,Nintendo,Console,50000,10000,0,0,60000
2034,Shadowrun,2007,RPG,Microsoft Game Studios,X360,Microsoft,Console,410000,20000,0,40000,470000
2035,Qubed,2009,Puzzle,Atari,X360,Microsoft,Console,70000,0,0,10000,80000
2036,The Legend of Heroes: Trails in the Sky SC Evolution,2015,RPG,Kadokawa Games,PSV,Sony,HHC,0,0,30000,0,30000
2037,Super Dragon Ball Z,2006,Fighting,Atari,PS2,Sony,Console,90000,70000,190000,20000,370000
2038,Front Mission Evolved,2010,Shooter,Square Enix,PC,PC,PC,50000,0,0,0,50000
2039,J-League Pro Soccer Club wo Tsukurou! 2,1997,Sports,Sega,SAT,SEGA,Console,0,0,490000,0,490000
2040,Neo Angelique Special,2008,Adventure,Tecmo Koei,PSP,Sony,HHC,0,0,10000,0,10000
2041,Bookworm,2009,Puzzle,PopCap Games,DS,Nintendo,HHC,310000,10000,0,20000,340000
2042,Bomberman: Act Zero,2006,Puzzle,Konami Digital Entertainment,X360,Microsoft,Console,40000,0,0,0,40000
2043,World of Tanks,2010,Action,Wargaming,X360,Microsoft,Console,0,30000,0,0,30000
2044,Monster Rancher 3,2001,Simulation,Tecmo Koei,PS2,Sony,Console,110000,90000,140000,30000,370000
2045,Crash Boom Bang!,2006,Misc,Vivendi Games,DS,Nintendo,HHC,70000,10000,0,10000,90000
2046,Black Cat,2006,Action,Capcom,PS2,Sony,Console,0,0,10000,0,10000
2047,Buster Bros. Collection,1997,Puzzle,Capcom,PS,Sony,Console,40000,30000,0,0,70000
2048,WWF SmackDown! Just Bring It,2001,Fighting,THQ,PS2,Sony,Console,1190000,1150000,40000,410000,2790000
2049,Princess Maker 2,1995,Simulation,Micro Cabin,SAT,SEGA,Console,0,0,80000,0,80000
2050,Island Xtreme Stunts,2002,Action,Electronic Arts,PS2,Sony,Console,40000,30000,0,10000,80000
2051,Medal of Honor: Infiltrator,2003,Shooter,Electronic Arts,GBA,Nintendo,HHC,110000,40000,0,0,150000
2052,Grand Theft Auto: Vice City,2003,Action,Take-Two Interactive,PC,PC,PC,0,30000,0,10000,40000
2053,The Con,2005,Fighting,Sony Computer Entertainment,PSP,Sony,HHC,180000,0,0,20000,200000
2054,Fuun Shinsengumi Bakumatsuden Portable,2009,Action,From Software,PSP,Sony,HHC,10000,0,0,0,10000
2055,Jikkyou Powerful Pro Yakyuu 2010,2010,Sports,Konami Digital Entertainment,PSP,Sony,HHC,0,0,200000,0,200000
2056,Kyoukai Senjou no Horizon Portable,2013,Adventure,Kadokawa Shoten,PSP,Sony,HHC,0,0,50000,0,50000
2057,Bomberman,2008,Puzzle,Hudson Entertainment,Wii,Nintendo,Console,0,0,10000,0,10000
2058,Power Rangers Super Megaforce,2014,Action,Namco Bandai Games,3DS,Nintendo,HHC,10000,10000,0,0,20000
2059,Active Health with Carol Vorderman,2009,Sports,Nintendo,DS,Nintendo,HHC,0,180000,0,10000,190000
2060,Stuntman: Ignition,2007,Racing,THQ,PS3,Sony,Console,170000,260000,0,100000,530000
2061,Kung Fu Panda,2008,Action,Activision,X360,Microsoft,Console,1910000,840000,0,290000,3040000
2062,OutRun 2006: Coast 2 Coast,2006,Racing,Sega,PSP,Sony,HHC,30000,10000,0,10000,50000
2063,Skylanders SWAP Force,2013,Platform,Activision,WiiU,Nintendo,Console,400000,150000,0,60000,610000
2064,Metroid Prime Hunters,2006,Shooter,Nintendo,DS,Nintendo,HHC,580000,40000,110000,60000,790000
2065,Minecraft: Story Mode,2015,Adventure,Mojang,PS3,Sony,Console,250000,330000,0,110000,690000
2066,Ford Racing 3,2004,Racing,Take-Two Interactive,XB,Microsoft,Console,70000,20000,0,0,90000
2067,Active Life: Magical Carnival,2011,Misc,Namco Bandai Games,Wii,Nintendo,Console,40000,10000,0,0,50000
2068,NFL Blitz 2001,2000,Sports,Midway Games,PS,Sony,Console,330000,220000,0,40000,590000
2069,Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,PS2,Sony,Console,140000,110000,0,40000,290000
2070,Auto Destruct,1998,Action,Electronic Arts,PS,Sony,Console,40000,30000,0,10000,80000
2071,Dead in the Water,1999,Action,ASC Games,PS,Sony,Console,30000,20000,0,0,50000
2072,Chevrolet Camaro: Wild Ride,2010,Racing,Storm City Games,Wii,Nintendo,Console,60000,0,0,0,60000
2073,Far Cry Instincts Predator,2006,Shooter,Ubisoft,X360,Microsoft,Console,200000,30000,0,20000,250000
2074,Dementium: The Ward,2007,Shooter,SouthPeak Games,DS,Nintendo,HHC,150000,10000,0,10000,170000
2075,Ashes Cricket 2009,2009,Sports,Codemasters,PS3,Sony,Console,0,160000,0,20000,180000
2076,Ketsui: Kizuna Jigoku Tachi Extra,2010,Shooter,5pb,X360,Microsoft,Console,0,0,20000,0,20000
2077,Starhawk,2012,Action,Sony Computer Entertainment,PS3,Sony,Console,180000,50000,30000,30000,290000
2078,Jikkyou Powerful Pro Yakyuu '95,1994,Sports,Konami Digital Entertainment,PS,Sony,Console,0,0,110000,10000,120000
2079,Chrono Trigger,2008,RPG,Square Enix,DS,Nintendo,HHC,690000,200000,490000,90000,1470000
2080,Age of Mythology,2002,Strategy,Microsoft Game Studios,PC,PC,PC,20000,60000,0,10000,90000
2081,New Tokyo Legacy: Operation Babel,2015,RPG,5pb,PSV,Sony,HHC,0,0,30000,0,30000
2082,Ride,2015,Racing,Milestone S.r.l.,PS4,Sony,Console,30000,130000,30000,30000,220000
2083,Supreme Commander,2007,Strategy,THQ,PC,PC,PC,0,40000,0,10000,50000
2084,Solaris,1986,Shooter,Atari,2600,Atari,Console,350000,20000,0,0,370000
2085,Tenchu: Stealth Assassins,1997,Action,Activision,PS,Sony,Console,950000,640000,270000,130000,1990000
2086,Walk it Out!,2010,Sports,Konami Digital Entertainment,Wii,Nintendo,Console,360000,60000,0,40000,460000
2087,Tantei Jinguuji Saburo DS: Kienai Kokoro,2008,Adventure,Arc System Works,DS,Nintendo,HHC,0,0,30000,0,30000
2088,Tekken,1995,Fighting,Sony Computer Entertainment,PS,Sony,Console,950000,1300000,770000,220000,3240000
2089,Chronicles of the Sword,1996,Adventure,Psygnosis,PS,Sony,Console,30000,20000,0,0,50000
2090,Carmageddon 64,1999,Action,Virgin Interactive,N64,Nintendo,Console,10000,0,0,0,10000
2091,Sesame Street: Cookie's Counting Carnival,2010,Misc,Warner Bros. Interactive Entertainment,DS,Nintendo,HHC,260000,0,0,20000,280000
2092,Petz: Dogz Talent Show,2009,Simulation,Ubisoft,DS,Nintendo,HHC,140000,0,0,10000,150000
2093,Syphon Filter,1999,Shooter,Sony Computer Entertainment,PS,Sony,Console,2029999,720000,20000,110000,2879999
2094,Mana Khemia: Alchemists of Al-Revis (JP sales),2007,RPG,Nippon Ichi Software,PS2,Sony,Console,0,0,40000,0,40000
2095,Rome: Total War,2004,Strategy,Activision,PC,PC,PC,0,80000,0,20000,100000
2096,Madagascar,2005,Platform,Activision,PS2,Sony,Console,780000,450000,0,70000,1300000
2097,Onimusha Essentials,2008,Action,Capcom,PS2,Sony,Console,70000,50000,0,20000,140000
