,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
3606,Metroid Prime,GC,2002,Shooter,Nintendo,1960000,670000,100000,90000,2820000
3607,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,200000,40000,0,40000,280000
3608,Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,110000,0,0,10000,120000
3609,RoboCop,XB,2003,Shooter,Titus,10000,0,0,0,10000
3610,Pong: The Next Level,PS,1998,Puzzle,Hasbro Interactive,560000,380000,0,70000,1010000
3611,Dragon Tales: Dragon Seek,PS,2000,Platform,Ubisoft,50000,30000,0,10000,90000
3612,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0,0,20000,0,20000
3613,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1400000,880000,30000,260000,2570000
3614,Heroes over Europe,X360,2009,Simulation,Ubisoft,100000,30000,0,10000,140000
3615,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,30000,10000,0,0,40000
3616,Otogi 2: Immortal Warriors,XB,2003,Action,Sega,40000,10000,0,0,50000
3617,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,60000,0,0,0,60000
3618,Dragon Ball: Raging Blast 2,X360,2010,Fighting,Namco Bandai Games,490000,90000,10000,50000,640000
3619,CSI: Deadly Intent - The Hidden Cases,DS,2009,Adventure,Ubisoft,160000,160000,0,40000,360000
3620,Saint Seiya Omega: Ultimate Cosmo,PSP,2012,Fighting,Namco Bandai Games,0,0,10000,0,10000
3621,The Ultimate Battle of the Sexes,Wii,2010,Misc,DTP Entertainment,10000,10000,0,0,20000
3622,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,40000,0,0,40000
3623,Scrabble,PSP,2009,Misc,Electronic Arts,80000,0,0,10000,90000
3624,Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0,0,440000,0,440000
3625,Evangelion: Jo,PSP,2009,Action,Namco Bandai Games,0,0,60000,0,60000
3626,Ridge Racer,PSV,2011,Racing,Namco Bandai Games,40000,80000,50000,30000,200000
3627,Bully: Scholarship Edition,X360,2008,Action,Take-Two Interactive,530000,400000,30000,110000,1070000
3628,Mirror's Edge,X360,2008,Platform,Electronic Arts,510000,510000,10000,130000,1160000
3629,Happy Feet,GC,2006,Action,Midway Games,200000,50000,0,10000,260000
3630,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0,0,20000,0,20000
3631,Empire Earth,PC,2001,Strategy,Vivendi Games,0,40000,0,10000,50000
3632,Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,40000,0,40000
3633,MotoGP,Wii,2009,Racing,Capcom,50000,110000,0,20000,180000
3634,EarthBound,SNES,1994,Role-Playing,Nintendo,0,0,810000,0,810000
3635,Tropico 5,PS4,2015,Simulation,Kalypso Media,50000,160000,50000,40000,300000
3636,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007,Role-Playing,Tecmo Koei,0,0,60000,0,60000
3637,Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,880000,1030000,0,310000,2220000
3638,Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,50000,20000,0,0,70000
3639,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,120000,80000,0,20000,220000
3640,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,820000,420000,0,110000,1350000
3641,Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,470000,170000,0,10000,650000
3642,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1520000,120000,0,50000,1690000
3643,Wave Race 64,N64,1996,Racing,Nintendo,1980000,580000,340000,40000,2940000
3644,Tales of Vesperia,X360,2008,Role-Playing,Atari,320000,180000,190000,50000,740000
3645,Self-Defense Training Camp,X360,2011,Sports,Ubisoft,80000,30000,0,10000,120000
3646,The Crew,PS4,2014,Racing,Ubisoft,340000,1080000,30000,260000,1710000
3647,Moe Star: Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0,0,20000,0,20000
3648,Incredible Crisis,PS,1999,Action,Titus,40000,30000,0,10000,80000
3649,The Last Airbender,DS,2010,Action,THQ,130000,40000,0,10000,180000
3650,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,320000,330000,150000,150000,950000
3651,Petz Dogz Fashion,DS,2008,Simulation,Ubisoft,460000,300000,0,90000,850000
3652,Hang On GP,SAT,1995,Racing,Sega,0,0,70000,0,70000
3653,Iron Storm,SAT,1995,Shooter,Sega,0,0,340000,0,340000
3654,X-Men: The Official Game,XB,2006,Action,Activision,80000,20000,0,0,100000
3655,Gyakuten Saiban 2,GBA,2002,Action,Capcom,0,0,140000,0,140000
3656,FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,240000,650000,0,320000,1210000
3657,The Adventures of Lomax,PS,1996,Platform,Psygnosis,10000,10000,0,0,20000
3658,Connect Four / Perfection / Trouble,GBA,2005,Misc,Zoo Digital Publishing,190000,70000,0,0,260000
3659,Pro Evolution Soccer 2008 (JP sales),DS,2007,Sports,Konami Digital Entertainment,0,0,80000,0,80000
3660,SplashDown: Rides Gone Wild,PS2,2003,Racing,THQ,240000,190000,0,60000,490000
3661,Finding Nemo,XB,2003,Action,THQ,480000,160000,0,20000,660000
3662,Gex 3: Deep Cover Gecko,PS,1999,Platform,Eidos Interactive,300000,200000,0,30000,530000
3663,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,Role-Playing,Gust,0,0,20000,0,20000
3664,Go Go Ackman 3,SNES,1995,Platform,Banpresto,0,0,40000,0,40000
3665,Jillian Michaels Fitness Ultimatum 2011,Wii,2010,Sports,D3Publisher,160000,0,0,10000,170000
3666,TransFormers Animated: The Game,DS,2008,Action,Activision,150000,10000,0,10000,170000
3667,Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive,10000,0,0,0,10000
3668,Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0,10000,0,0,10000
3669,Animal Planet: Vet Life,DS,2009,Simulation,Activision,100000,0,0,10000,110000
3670,Kung Fu Panda 2,PS3,2011,Action,THQ,40000,40000,0,20000,100000
3671,Conflict: Global Terror,PS2,2005,Shooter,Eidos Interactive,90000,70000,0,20000,180000
3672,Allied General,PS,1996,Strategy,SSI,110000,70000,0,10000,190000
3673,Jampack Volume 13 (RP-M),PS2,2005,Misc,Sony Computer Entertainment,370000,10000,0,60000,440000
3674,Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,150000,100000,410000,50000,710000
3675,Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,130000,0,130000
3676,NBA Live 10,X360,2009,Sports,Electronic Arts,400000,20000,0,30000,450000
3677,Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0,1140000,0,10000,1150000
3678,Marvel: Ultimate Alliance 2,Wii,2009,Role-Playing,Activision,260000,50000,0,30000,340000
3679,Soccer,NES,1985,Sports,Nintendo,180000,230000,1530000,20000,1960000
3680,Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,570000,20000,0,90000,680000
3681,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,SAT,1996,Shooter,Namco Bandai Games,0,0,200000,0,200000
3682,Xena: Warrior Princess - The Talisman of Fate,N64,1999,Fighting,Titus,230000,60000,0,0,290000
3683,Armored Core 3,PS2,2002,Simulation,Metro 3D,220000,170000,230000,60000,680000
3684,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,10000,0,20000,0,30000
3685,Space Invaders Extreme,PSP,2008,Shooter,Square Enix,60000,10000,10000,10000,90000
3686,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1440000,1370000,730000,270000,3810000
3687,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,Adventure,Konami Digital Entertainment,0,0,30000,0,30000
3688,Demon Gaze,PSV,2013,Role-Playing,Nippon Ichi Software,60000,30000,80000,20000,190000
3689,LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,310000,350000,20000,60000,740000
3690,All Japan Pro Wrestling featuring Virtua,SAT,1997,Fighting,Sega,0,0,150000,0,150000
3691,Star Fox: Zero,WiiU,2016,Shooter,Nintendo,160000,100000,70000,30000,360000
3692,Archer Maclean's Mercury,PSP,2005,Puzzle,Ignition Entertainment,170000,240000,0,140000,550000
3693,The Secret Saturdays: Beasts of the 5th Sun,PS2,2009,Action,D3Publisher,50000,20000,0,80000,150000
3694,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0,20000,0,0,20000
3695,Itoi Shigesato no Bass Tsuri No. 1,SNES,1997,Sports,Nintendo,0,0,170000,0,170000
3696,CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,130000,130000,0,30000,290000
3697,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,900000,470000,0,320000,1690000
3698,TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,50000,0,0,0,50000
3699,Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,40000,10000,0,0,50000
3700,Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,80000,20000,60000,30000,190000
3701,The Voice,X360,2014,Action,Activision,70000,0,0,10000,80000
3702,MySims SkyHeroes,PS3,2010,Action,Electronic Arts,80000,20000,0,10000,110000
3703,Terraria,X360,2013,Action,505 Games,350000,310000,0,60000,720000
3704,The Darkness II,PS3,2012,Shooter,Take-Two Interactive,140000,140000,0,50000,330000
3705,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,850000,580000,0,160000,1590000
3706,Frantix,PSP,2005,Puzzle,Ubisoft,80000,0,0,10000,90000
3707,Astro Boy: The Video Game,PS2,2009,Action,D3Publisher,50000,40000,0,10000,100000
3708,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,360000,450000,20000,100000,930000
3709,Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1220000,50000,50000,10000,1330000
3710,Borderlands,X360,2009,Shooter,Take-Two Interactive,2390000,730000,30000,290000,3440000
3711,TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,340000,90000,0,10000,440000
3712,Fight Night Round 3,XB,2006,Fighting,Electronic Arts,260000,60000,0,10000,330000
3713,DaGeDar,DS,2011,Action,GameMill Entertainment,90000,0,0,10000,100000
3714,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,120000,0,0,10000,130000
3715,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,30000,0,10000,40000
3716,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,80000,130000,0,40000,250000
3717,White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0,40000,90000,20000,150000
3718,Dino Pets,DS,2009,Simulation,Avanquest,50000,0,0,0,50000
3719,Smuggler's Run: Warzones,GC,2002,Misc,Take-Two Interactive,60000,20000,0,0,80000
3720,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1790000,1060000,0,290000,3140000
3721,Monster Jam,PC,2007,Racing,Activision,10000,0,0,0,10000
3722,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,50000,0,0,0,50000
3723,Winter Stars,PS3,2011,Sports,Deep Silver,10000,60000,0,20000,90000
3724,Snowboarding,PS,2000,Sports,Midas Interactive Entertainment,160000,110000,0,20000,290000
3725,Earthworm Jim,GBA,2001,Platform,Interplay,200000,80000,0,10000,290000
3726,Need for Speed Underground,GBA,2003,Racing,Electronic Arts,210000,80000,0,10000,300000
3727,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0,0,20000,0,20000
3728,Resident Evil Zero,GC,2002,Action,Capcom,540000,270000,450000,40000,1300000
3729,Dynasty Warriors 4 Empires,PS2,2004,Action,Tecmo Koei,0,0,320000,0,320000
3730,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0,40000,0,10000,50000
3731,DC Universe Online,PC,2011,Role-Playing,Sony Online Entertainment,160000,60000,0,20000,240000
3732,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,100000,100000,0,40000,240000
3733,Hulk,PS2,2003,Action,Universal Interactive,520000,410000,0,140000,1070000
3734,"Ed, Edd n Eddy: The Mis-Edventures",GC,2005,Platform,Midway Games,190000,50000,0,10000,250000
3735,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,430000,670000,420000,150000,1670000
3736,Disney Infinity 3.0,XOne,2015,Action,Disney Interactive Studios,180000,100000,0,30000,310000
3737,Challenge Me: Brain Puzzles 2,Wii,2010,Puzzle,O-Games,0,60000,0,10000,70000
3738,Punch-Out!!,Wii,2007,Sports,Nintendo,20000,220000,50000,0,290000
3739,Quiz Magic Academy DS,DS,2008,Misc,Konami Digital Entertainment,0,0,320000,0,320000
3740,Madden NFL 11,PSP,2010,Sports,Electronic Arts,350000,0,0,30000,380000
3741,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,50000,40000,0,20000,110000
3742,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0,0,110000,0,110000
3743,Nicktoons: Unite!,GC,2005,Adventure,THQ,270000,70000,0,10000,350000
3744,Monsters vs. Aliens,DS,2009,Action,Activision,330000,130000,0,50000,510000
3745,Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,30000,0,30000
3746,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,850000,580000,0,100000,1530000
3747,Wave Rally,PS2,2001,Racing,Eidos Interactive,130000,100000,0,30000,260000
3748,Animal Kingdom: Wildlife Expedition,Wii,2009,Adventure,Natsume,70000,0,0,10000,80000
3749,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,60000,10000,0,0,70000
3750,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,50000,100000,0,30000,180000
3751,Racing Lagoon,PS,1999,Racing,Square,0,0,150000,10000,160000
3752,NHL 14,PS3,2013,Sports,Electronic Arts,280000,190000,0,90000,560000
3753,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,870000,520000,410000,60000,1860000
3754,"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,10000,0,0,0,10000
3755,Twisted Metal 4,PS,1999,Racing,989 Studios,1070000,160000,0,40000,1270000
3756,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0,0,60000,0,60000
3757,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,10000,10000,0,0,20000
3758,You Don't Know Jack,X360,2011,Misc,THQ,190000,0,0,10000,200000
3759,Asterix & Obelix: Kick Buttix,PS2,2004,Action,Atari,20000,10000,0,0,30000
3760,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,60000,0,60000
3761,Outlaw Golf,XB,2002,Sports,TDK Mediactive,220000,60000,0,10000,290000
3762,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,60000,0,60000
3763,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,40000,0,10000,50000
3764,Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,70000,0,0,10000,80000
3765,Jikkyou Powerful Pro Yakuu '94,SNES,1994,Sports,Konami Digital Entertainment,0,0,410000,0,410000
3766,MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,320000,250000,0,80000,650000
3767,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0,0,40000,0,40000
3768,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,760000,360000,0,50000,1170000
3769,NBA Live 99,PS,1997,Sports,Electronic Arts,1130000,50000,0,30000,1210000
3770,Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,50000,50000,0,10000,110000
3771,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,160000,10000,0,20000,190000
3772,Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,70000,50000,30000,10000,160000
3773,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,150000,0,150000
3774,My Boyfriend,DS,2008,Simulation,DTP Entertainment,100000,0,0,10000,110000
3775,Guilty Gear XX Accent Core,PS2,2007,Fighting,Unknown,0,0,40000,0,40000
3776,Pac-Man Fever,GC,2002,Misc,Namco,210000,60000,0,10000,280000
3777,Mr. Do!,2600,1982,Action,Coleco,260000,20000,0,0,280000
3778,Stadium Games,GBA,2003,Sports,Ignition Entertainment,30000,10000,0,0,40000
3779,Grisaia no Kajitsu: La Fruit de la Grisaia,PSP,2013,Adventure,Prototype,0,0,10000,0,10000
3780,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,60000,0,0,0,60000
3781,Triggerheart Exelica,DC,2007,Shooter,Warashi,0,0,20000,0,20000
3782,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,0,180000,0,50000,230000
3783,Extreme Pinball,PS,1995,Misc,Electronic Arts,180000,120000,0,20000,320000
3784,Freekstyle,GC,2002,Racing,Electronic Arts,70000,20000,0,0,90000
3785,Street Hoops,GC,2002,Sports,Activision,90000,20000,0,0,110000
3786,Plants vs. Zombies: Garden Warfare,PC,2014,Shooter,Electronic Arts,0,20000,0,0,20000
3787,Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0,0,30000,0,30000
3788,Spider-Man 3,DS,2007,Platform,Activision,410000,20000,0,40000,470000
3789,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Sports,Konami Digital Entertainment,0,0,70000,0,70000
3790,Apache: Air Assault,PS3,2010,Simulation,Activision,110000,70000,0,30000,210000
3791,Poyo Poyo Kansatsu Nikki,3DS,2012,Action,IE Institute,0,0,20000,0,20000
3792,Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0,0,20000,0,20000
3793,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,1995,Misc,Sega,0,0,40000,0,40000
3794,Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,40000,0,40000
3795,MXRider,PS2,2001,Racing,Atari,160000,130000,0,40000,330000
3796,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,20000,0,0,20000
3797,Planet 51,DS,2009,Action,Sega,220000,140000,0,40000,400000
3798,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,20000,10000,0,0,30000
3799,Vitamin R,PSP,2013,Adventure,D3Publisher,0,0,20000,0,20000
3800,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,190000,120000,10000,30000,350000
3801,Disgaea 2: Dark Hero Days,PSP,2009,Role-Playing,Nippon Ichi Software,100000,10000,120000,20000,250000
3802,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,20000,0,0,0,20000
3803,Hamsterz Life,DS,2006,Action,Ubisoft,430000,10000,0,40000,480000
3804,Infinite Space,DS,2009,Role-Playing,Sega,70000,60000,70000,10000,210000
3805,LEGO Batman 2: DC Super Heroes,DS,2012,Action,Warner Bros. Interactive Entertainment,430000,270000,0,60000,760000
3806,Jet Force Gemini,N64,1999,Shooter,Nintendo,780000,280000,70000,20000,1150000
3807,NBA Showtime: NBA on NBC,PS,1999,Sports,Midway Games,310000,210000,0,40000,560000
3808,Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,320000,200000,210000,60000,790000
3809,Dance Central 3,X360,2012,Misc,Microsoft Game Studios,570000,200000,0,60000,830000
3810,Heroes over Europe,PS3,2009,Simulation,Ubisoft,120000,20000,0,20000,160000
3811,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,40000,20000,0,0,60000
3812,Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,150000,0,150000
3813,R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing,20000,10000,0,0,30000
3814,Asphalt 3D,3DS,2011,Racing,Ubisoft,270000,160000,20000,40000,490000
3815,Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,0,0,20000,0,20000
3816,NASCAR The Game: Inside Line,PS3,2012,Racing,Activision,70000,0,0,10000,80000
3817,NFL Street 2,GC,2004,Sports,Electronic Arts,150000,40000,0,10000,200000
3818,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,90000,0,0,10000,100000
3819,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,10000,880000,310000,0,1200000
3820,Pictionary,DS,2010,Puzzle,THQ,100000,70000,0,20000,190000
3821,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,180000,50000,0,10000,240000
3822,Q*bert,PS,1999,Puzzle,Atari,460000,320000,0,50000,830000
3823,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,110000,10000,120000
3824,Scurge: Hive,DS,2006,Action,SouthPeak Games,50000,0,0,0,50000
3825,Burnout,XB,2002,Racing,Acclaim Entertainment,90000,30000,0,0,120000
3826,Chessmaster,XB,2004,Misc,Ubisoft,100000,30000,0,0,130000
3827,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,90000,70000,0,20000,180000
3828,World Driver Championship,N64,1999,Racing,Midway Games,140000,30000,0,0,170000
3829,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,60000,0,0,0,60000
3830,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013,Role-Playing,Aqua Plus,0,0,80000,0,80000
3831,American Idol,GBA,2003,Misc,Codemasters,150000,60000,0,0,210000
3832,The LEGO Movie Videogame,X360,2014,Action,Warner Bros. Interactive Entertainment,690000,520000,0,110000,1320000
3833,S.Y.K: Shinsetsu Saiyuuki,PS2,2009,Adventure,Idea Factory,0,0,10000,0,10000
3834,Tetris Ultimate,PSV,2014,Puzzle,Ubisoft,0,10000,0,0,10000
3835,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010,Adventure,Sony Computer Entertainment,0,0,70000,0,70000
3836,World Championship Poker,GBA,2004,Misc,Crave Entertainment,120000,50000,0,0,170000
3837,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,120000,0,120000
3838,WRC: FIA World Rally Championship,PS3,2010,Racing,Black Bean Games,0,150000,10000,50000,210000
3839,Titanic Mystery,Wii,2010,Puzzle,O-Games,20000,0,0,0,20000
3840,NBA Street,PS2,2001,Sports,Electronic Arts,2190000,220000,0,380000,2790000
3841,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,770000,300000,90000,160000,1320000
